lon,lat,name,code,WIND_SPEED,SOLAR_IRRAD
-37.2,-7.95,Monteiro,2509701,2.954977175881017,5.812557886713458
-37.15,-7.95,Monteiro,2509701,2.9522453489227733,5.813826733389363
-37.1,-7.95,Monteiro,2509701,2.961655978923843,5.81084329626401
-37.05,-7.95,Monteiro,2509701,2.9632613697442145,5.731337102049687
-37.0,-7.95,Monteiro,2509701,2.9704588206915234,5.719310814414271
-36.95,-7.95,Monteiro,2509701,2.97083590151618,5.719752647013439
-36.9,-7.95,Camalaú,2503902,2.9736697463764763,5.710083664360851
-36.85,-7.95,Camalaú,2503902,2.9773518683554556,5.5829977640529185
-36.8,-7.95,Camalaú,2503902,2.9770130787941618,5.5709104760185655
-36.75,-7.95,Camalaú,2503902,2.9753416646876323,5.559676090216281
-36.7,-7.95,São João do Tigre,2514107,2.9725961205609392,5.5492116421899285
-36.65,-7.95,São João do Tigre,2514107,2.9690435469042606,5.539431273400196
-36.6,-7.95,São João do Tigre,2514107,2.964947963673836,5.530256145061534
-36.55,-7.95,São João do Tigre,2514107,2.9605643141574074,5.5216195736881275
-37.3,-7.9,Monteiro,2509701,2.956723706123414,5.81803930496982
-37.25,-7.9,Monteiro,2509701,2.946856191802119,5.821644779055346
-37.2,-7.9,Monteiro,2509701,2.93483273667524,5.826196736159792
-37.15,-7.9,Monteiro,2509701,2.921691088567923,5.831361353293932
-37.1,-7.9,Monteiro,2509701,2.931454675483468,5.828186807993061
-37.05,-7.9,Monteiro,2509701,2.9340396982827674,5.755739523694989
-37.0,-7.9,Monteiro,2509701,2.9431152803365466,5.742698851234791
-36.95,-7.9,Monteiro,2509701,2.9495162475272743,5.730780927187369
-36.9,-7.9,Camalaú,2503902,2.953304108542658,5.719980935162132
-36.85,-7.9,Camalaú,2503902,2.9546838211335165,5.710228974165161
-36.8,-7.9,Camalaú,2503902,2.952793115087408,5.578065310422623
-36.75,-7.9,Camalaú,2503902,2.9517395340756134,5.56642083908137
-36.7,-7.9,Camalaú,2503902,2.94954140250551,5.555630206752804
