code,name,x,y,WIND_SPEED,SOLAR_IRRAD,n_points,IP_PB,wind_cls,solar_cls,group
2500577,Algodão de Jandaíra,0.7658844915096417,0.15568316133921697,3.4335418103229576,4.970068757716312,8,0.7815473760812937,Good,Bad,Good/Bad
2500502,Alagoinha,0.7720181105601305,0.1157737467116549,3.446697983071312,4.918225753975061,3,0.780650705155954,Good,Bad,Good/Bad
2505204,Cuitegi,0.7721617102081142,0.11382762127251972,3.447005994012312,4.91569770415615,2,0.7805065240445335,Good,Bad,Good/Bad
2514008,São João do Cariri,0.48730794591957366,0.603812777387214,2.836015109160999,5.552196698658288,18,0.7759245480666374,Bad,Good,Bad/Good
2501302,Aroeiras,0.7095246944213837,0.3134150107157459,3.312654089639322,5.174965094424159,12,0.7756637550741358,Good,Bad,Good/Bad
2503704,Cajazeiras,0.04604002406636773,0.7709953333456694,1.8895270797576382,5.769369662855077,16,0.7723687512172094,Bad,Good,Bad/Good
2506103,Fagundes,0.7139472772735144,0.2821927591576162,3.322140212516794,5.134406862251529,6,0.7676936029740334,Good,Bad,Good/Bad
2504157,Casserengue,0.7579561035354525,0.11470522951234988,3.4165359870160645,4.916837732084033,7,0.766586423414951,Good,Bad,Good/Bad
2512408,Puxinanã,0.7276728440379365,0.23459432840490343,3.3515805683549056,5.07257569668273,2,0.7645536389750602,Good,Bad,Good/Bad
2500700,São João do Rio do Peixe,0.07784304949110513,0.751531840682514,1.9577422872825991,5.74408625711309,17,0.755552544773507,Bad,Good,Bad/Good
2513356,Santa Inês,0.22226686462476622,0.7189579397859929,2.267521007681513,5.70177220961816,16,0.7525311145005524,Bad,Good,Bad/Good
2514651,São José do Brejo do Cruz,0.5063431334010438,0.5424898190860299,2.876844220447846,5.47253713997267,10,0.7420772012091333,Bad,Good,Bad/Good
2500536,Alcantil,0.5628782724332255,0.48106116104040936,2.998108037019619,5.3927402755335745,13,0.740440267839992,Good,Bad,Good/Bad
2506251,Gado Bravo,0.6505611761129106,0.3511984928513284,3.1861815737671146,5.224046475947599,9,0.7393038788255193,Good,Bad,Good/Bad
2511806,Pirpirituba,0.7243708384752066,0.12014491401510667,3.3444980033567027,4.9239039741389306,2,0.7342669214917497,Good,Bad,Good/Bad
2502003,Belém do Brejo do Cruz,0.4746913609191779,0.556310524169997,2.808953439632261,5.4904904693327055,28,0.7313092966957264,Bad,Good,Bad/Good
2512788,Riacho de Santo Antônio,0.5310831209696535,0.5002564848884683,2.9299097185763654,5.417675325454908,3,0.7295929221503138,Good,Bad,Good/Bad
2506509,Gurjão,0.5462343984576844,0.48360428694162755,2.962408121615417,5.396043839037117,14,0.7295513171852603,Good,Bad,Good/Bad
2512002,Pocinhos,0.6900837436166223,0.22989664894220624,3.270954645139372,5.066473331708637,21,0.7273706361950475,Good,Bad,Good/Bad
2504009,Campina Grande,0.6669309740541254,0.28083122202960803,3.221293615743884,5.132638202523495,19,0.723645700201022,Good,Bad,Good/Bad
2502201,Bom Jesus,0.06856786399115565,0.7182055258039105,1.9378476799217719,5.700794811145843,3,0.721471225529876,Bad,Good,Bad/Good
2509909,Natuba,0.634647574417417,0.3415367735592166,3.1520480400032707,5.211495739383753,10,0.7207113925887051,Good,Bad,Good/Bad
2503308,Cachoeira dos Índios,0.06811765937329856,0.7168900494572801,1.9368820233206883,5.699085985150866,10,0.720118989146487,Bad,Good,Bad/Good
2516904,Uiraúna,0.16224665009311764,0.7010376914068185,2.1387819542333335,5.67849350426917,11,0.7195678010024074,Bad,Good,Bad/Good
2512507,Queimadas,0.6455625431633132,0.3118331157137792,3.1754598647647794,5.172910186095622,14,0.716931579156092,Good,Bad,Good/Bad
2501708,Barra de São Miguel,0.5015884244665246,0.5060879027517813,2.866645710955201,5.4252504357622335,25,0.7125418674509638,Bad,Bad,Bad/Bad
2512077,Poço de José de Moura,0.1427148602248248,0.6926300322013298,2.0968876664602223,5.667571812941122,3,0.7071802406997855,Bad,Good,Bad/Good
2509404,Mogeiro,0.6618723325706819,0.24090015473658055,3.210443192742333,5.080767071604051,7,0.7043492522709623,Good,Bad,Good/Bad
2501575,Barra de Santana,0.5920638823009498,0.3757428614163057,3.0607090759862063,5.255930025310962,11,0.7012291627068757,Good,Bad,Good/Bad
2512036,Poço Dantas,0.24400791454825202,0.6535943627890772,2.314153999748599,5.616863818993646,7,0.6976571173806277,Bad,Good,Bad/Good
2513307,Santa Helena,0.12285208589844188,0.6859889632102972,2.0542834407741415,5.658944952142461,7,0.6969027856566055,Bad,Good,Bad/Good
2501500,Bananeiras,0.6841213646297043,0.1256212435747265,3.2581657700401268,4.931017818741693,9,0.695559298967435,Good,Bad,Good/Bad
2516102,Soledade,0.6044195453186471,0.34404515696192,3.0872110865843907,5.214754171794862,19,0.6954782935449187,Good,Bad,Good/Bad
2513653,Joca Claudino,0.19560400205913478,0.6659153477463923,2.2103310806593712,5.632868986576256,3,0.6940491164072962,Bad,Good,Bad/Good
