lon,lat,name,code,elev,dist_coast
-36.35,-7.4,Cabaceiras,2503100,489.0,134.19879405050767
-36.3,-7.4,Cabaceiras,2503100,469.0,128.6767036401256
-36.25,-7.4,Cabaceiras,2503100,466.0,123.15461502483154
-36.2,-7.4,Cabaceiras,2503100,459.0,117.63252845742784
-36.15,-7.4,Boqueirão,2502508,456.0,112.11044424052488
-36.1,-7.4,Boqueirão,2502508,441.0,106.5883627394463
-36.05,-7.4,Caturité,2504355,440.0,101.06628439935204
-36.0,-7.4,Queimadas,2512507,409.0,95.54420976832292
-35.95,-7.4,Queimadas,2512507,451.0,90.02213952891432
-35.9,-7.4,Queimadas,2512507,419.0,84.50007454209961
-35.85,-7.4,Queimadas,2512507,410.0,78.97801590965135
-35.8,-7.4,Fagundes,2506103,316.0,73.45596506463616
-35.75,-7.4,Fagundes,2506103,238.0,67.93392390607507
-35.7,-7.4,Itatuba,2507200,157.0,62.41189500506482
-35.65,-7.4,Itatuba,2507200,155.0,56.889881930948576
-35.6,-7.4,Itatuba,2507200,108.0,51.36788978787021
-35.55,-7.4,Itatuba,2507200,95.0,45.845926139053745
-35.5,-7.4,Salgado de São Félix,2513109,98.0,40.324002690504564
-35.45,-7.4,Salgado de São Félix,2513109,118.0,34.802138577498795
-35.4,-7.4,Itabaiana,2506905,127.0,29.280367369593407
-35.35,-7.4,Itabaiana,2506905,189.0,23.758753843093224
-35.3,-7.4,Itabaiana,2506905,211.0,18.237441218613707
-35.25,-7.4,Juripiranga,2507903,151.0,12.716821433655038
-35.2,-7.4,Juripiranga,2507903,160.0,7.198488709159907
-35.15,-7.4,Pedras de Fogo,2511202,158.0,1.7047988631244078
-35.1,-7.4,Pedras de Fogo,2511202,166.0,0.9405406479617511
-35.05,-7.4,Pedras de Fogo,2511202,83.0,1.615607363298606
-35.0,-7.4,Pedras de Fogo,2511202,97.0,4.338764438372586
-34.95,-7.4,Alhandra,2500601,44.0,7.891836436708227
-34.9,-7.4,Pitimbu,2511905,55.0,10.683969470957155
-34.85,-7.4,Pitimbu,2511905,33.0,5.392519968433933
-34.8,-7.4,Pitimbu,2511905,0.0,1.3707253635320649
-38.55,-7.35,Conceição,2504405,677.0,377.2066822543634
-38.5,-7.35,Bonito de Santa Fé,2502409,637.0,371.68509918738806
-38.45,-7.35,Bonito de Santa Fé,2502409,631.0,366.163532025897
-38.4,-7.35,Diamante,2505600,628.0,360.6419815004465
-38.35,-7.35,Diamante,2505600,535.0,355.12044838702934
-38.3,-7.35,Itaporanga,2507002,366.0,349.5989335106556
-38.25,-7.35,Itaporanga,2507002,315.0,344.07743774929344
-38.2,-7.35,Itaporanga,2507002,312.0,338.55596203817964
