lon,lat,name,code,kappa
-36.95,-7.7,Sumé,2516300,0.27797638648837614
-36.9,-7.7,Sumé,2516300,0.27172436388897725
-36.85,-7.7,Sumé,2516300,0.2645419256871489
-36.8,-7.7,Sumé,2516300,0.2567795645877047
-36.75,-7.7,Serra Branca,2515500,0.24875615497276146
-36.7,-7.7,Congo,2504702,0.24075668520565774
-36.65,-7.7,Congo,2504702,0.23305710546523575
-36.6,-7.7,Coxixola,2504850,0.225947674923657
-36.55,-7.7,Caraúbas,2504074,0.21973095867928497
-36.5,-7.7,Caraúbas,2504074,0.21482556513226594
-36.45,-7.7,Caraúbas,2504074,0.21017131992837498
-36.4,-7.7,Barra de São Miguel,2501708,0.21096807301610243
-36.35,-7.7,Barra de São Miguel,2501708,0.21187504565071047
-36.3,-7.7,Barra de São Miguel,2501708,0.2128587590514903
-36.25,-7.7,Barra de São Miguel,2501708,0.21388500037441938
-36.2,-7.7,Barra de São Miguel,2501708,0.2149191785437193
-36.15,-7.7,Riacho de Santo Antônio,2512788,0.21592370602840016
-36.1,-7.7,Alcantil,2500536,0.2168548831018659
-36.05,-7.7,Alcantil,2500536,0.2176633414066707
-36.0,-7.7,Alcantil,2500536,0.21892985916351043
-35.95,-7.7,Santa Cecília,2513158,0.22041571590046832
-35.9,-7.7,Santa Cecília,2513158,0.22112584142719713
-35.85,-7.7,Santa Cecília,2513158,0.22192269412028398
-35.8,-7.7,Umbuzeiro,2517001,0.22278182218030684
-35.75,-7.7,Umbuzeiro,2517001,0.22367409037130281
-35.7,-7.7,Umbuzeiro,2517001,0.22456815435776561
-35.65,-7.7,Umbuzeiro,2517001,0.22543199182449342
-38.7,-7.65,Santa Inês,2513356,0.49439996319905094
-38.65,-7.65,Santa Inês,2513356,0.49431514554439626
-38.6,-7.65,Santa Inês,2513356,0.49420859958568303
-38.55,-7.65,Santa Inês,2513356,0.49307169822853625
-38.5,-7.65,Conceição,2504405,0.4918218084253066
-38.45,-7.65,Conceição,2504405,0.4900520109529601
-38.4,-7.65,Santana de Mangueira,2513505,0.489023663820433
-38.35,-7.65,Santana de Mangueira,2513505,0.48678360044855234
-38.3,-7.65,Santana de Mangueira,2513505,0.4843323437653473
-38.25,-7.65,Santana de Mangueira,2513505,0.4817244088996788
-38.2,-7.65,Manaíra,2509008,0.4790228636345592
-38.15,-7.65,Manaíra,2509008,0.47631843308430416
-38.1,-7.65,São José de Princesa,2514552,0.47376033860798183
-38.05,-7.65,Princesa Isabel,2512309,0.46943468891376966
-38.0,-7.65,Princesa Isabel,2512309,0.46421501982036906
-37.95,-7.65,Princesa Isabel,2512309,0.4580792895295205
-37.9,-7.65,Tavares,2516607,0.44777976636741545
-37.85,-7.65,Tavares,2516607,0.4390830259133883
-37.8,-7.65,Tavares,2516607,0.4297115368088317
-37.75,-7.65,Tavares,2516607,0.41996093693309516
-37.2,-7.65,Ouro Velho,2510600,0.3236790957777486
-37.15,-7.65,Ouro Velho,2510600,0.3161878698860879
-37.1,-7.65,Prata,2512200,0.3092117110538557
-37.05,-7.65,Prata,2512200,0.2988305928996229
-37.0,-7.65,Sumé,2516300,0.291844610848767
-36.95,-7.65,Sumé,2516300,0.28441346539985857
-36.9,-7.65,Sumé,2516300,0.27509714832577187
-36.85,-7.65,Sumé,2516300,0.267360613107039
-36.8,-7.65,Sumé,2516300,0.25907776001923577
-36.75,-7.65,Serra Branca,2515500,0.2505853839277148
-36.7,-7.65,Coxixola,2504850,0.24214502778926444
-36.65,-7.65,Coxixola,2504850,0.23400286518841443
-36.6,-7.65,Coxixola,2504850,0.22644306207663836
-36.55,-7.65,Caraúbas,2504074,0.21928925808960276
-36.5,-7.65,Caraúbas,2504074,0.2147389416420891
-36.45,-7.65,São Domingos do Cariri,2513943,0.21182937384365882
-36.4,-7.65,São Domingos do Cariri,2513943,0.211453374399775
-36.35,-7.65,Barra de São Miguel,2501708,0.2123984854640111
-36.3,-7.65,Barra de São Miguel,2501708,0.2134213637517192
-36.25,-7.65,Barra de São Miguel,2501708,0.2144914498928055
-36.2,-7.65,Barra de São Miguel,2501708,0.21557878235803338
-36.15,-7.65,Riacho de Santo Antônio,2512788,0.21664830416612926
-36.1,-7.65,Alcantil,2500536,0.2176520077323357
-36.05,-7.65,Alcantil,2500536,0.21893143630921838
-36.0,-7.65,Alcantil,2500536,0.2197161612916007
-35.95,-7.65,Barra de Santana,2501575,0.22038665203527077
-35.9,-7.65,Barra de Santana,2501575,0.22163289755480559
-35.85,-7.65,Gado Bravo,2506251,0.2223157530091945
-35.8,-7.65,Gado Bravo,2506251,0.22304892746833466
-35.75,-7.65,Gado Bravo,2506251,0.22381130599134527
-35.7,-7.65,Umbuzeiro,2517001,0.22457758667766672
-35.65,-7.65,Umbuzeiro,2517001,0.22532131472680397
-35.6,-7.65,Natuba,2509909,0.2260174273546986
-35.55,-7.65,Natuba,2509909,0.22944974161398757
-35.5,-7.65,Natuba,2509909,0.2362434586505875
-38.7,-7.6,Santa Inês,2513356,0.49234394823311134
-38.65,-7.6,Santa Inês,2513356,0.4922007151884739
-38.6,-7.6,Conceição,2504405,0.49199989670705746
-38.55,-7.6,Santa Inês,2513356,0.4912972821846007
-38.5,-7.6,Conceição,2504405,0.49003726029120925
-38.45,-7.6,Conceição,2504405,0.4881829879482666
-38.4,-7.6,Santana de Mangueira,2513505,0.48665111717302945
-38.35,-7.6,Santana de Mangueira,2513505,0.48421001134479275
-38.3,-7.6,Santana de Mangueira,2513505,0.48154273999669467
-38.25,-7.6,Santana de Mangueira,2513505,0.4786847613591758
-38.2,-7.6,Curral Velho,2505303,0.47567542834266746
-38.15,-7.6,Curral Velho,2505303,0.47258061789380285
-38.1,-7.6,São José de Princesa,2514552,0.4695400850745429
-38.05,-7.6,Princesa Isabel,2512309,0.46593795654245646
-38.0,-7.6,Princesa Isabel,2512309,0.46059179579431864
-37.95,-7.6,Tavares,2516607,0.4542267918997895
-37.9,-7.6,Tavares,2516607,0.44472002347597744
-37.85,-7.6,Tavares,2516607,0.4360490798734824
-37.8,-7.6,Juru,2508000,0.42678367571095854
-37.75,-7.6,Juru,2508000,0.41715881139250677
-37.2,-7.6,Ouro Velho,2510600,0.32474302631138796
